run_id,city,status,elapsed_s,host,output_type,error,log_s3
ils-20260115_035004-26dcd1d8,Addis_Ababa__Ethiopia,FAIL,0.0,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Addis_Ababa__Ethiopia.log
ils-20260115_035004-26dcd1d8,Adigrat__Ethiopia,FAIL,0.004,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Adigrat__Ethiopia.log
ils-20260115_035004-26dcd1d8,Ado_Ekiti__Nigeria,FAIL,0.0,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ado_Ekiti__Nigeria.log
ils-20260115_035004-26dcd1d8,Ado__Nigeria,FAIL,0.001,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ado__Nigeria.log
ils-20260115_035004-26dcd1d8,Adwa__Ethiopia,FAIL,0.005,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Adwa__Ethiopia.log
ils-20260115_035004-26dcd1d8,Agadez__Niger,FAIL,0.004,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Agadez__Niger.log
ils-20260115_035004-26dcd1d8,Agbor__Nigeria,FAIL,0.0,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Agbor__Nigeria.log
ils-20260115_035004-26dcd1d8,Ago_Iwoye__Nigeria,FAIL,0.0,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ago_Iwoye__Nigeria.log
ils-20260115_035004-26dcd1d8,Agona_Swedru__Ghana,FAIL,0.002,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Agona_Swedru__Ghana.log
ils-20260115_035004-26dcd1d8,Agua_Prieta__Mexico,FAIL,0.0,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Agua_Prieta__Mexico.log
ils-20260115_035004-26dcd1d8,Aguas_Lindas_de_Goias__Brazil,FAIL,0.004,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Aguas_Lindas_de_Goias__Brazil.log
ils-20260115_035004-26dcd1d8,Aguascalientes__Mexico,FAIL,0.0,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Aguascalientes__Mexico.log
ils-20260115_035004-26dcd1d8,Akugba__Nigeria,FAIL,0.003,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Akugba__Nigeria.log
ils-20260115_035004-26dcd1d8,Akure__Nigeria,FAIL,0.0,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Akure__Nigeria.log
ils-20260115_035004-26dcd1d8,Alaba_Kulito__Ethiopia,FAIL,0.0,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Alaba_Kulito__Ethiopia.log
ils-20260115_035004-26dcd1d8,Alagoinhas__Brazil,FAIL,0.001,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Alagoinhas__Brazil.log
ils-20260115_035004-26dcd1d8,Aletawendo__Ethiopia,FAIL,0.003,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Aletawendo__Ethiopia.log
ils-20260115_035004-26dcd1d8,Am_Timan__Chad,FAIL,0.005,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Am_Timan__Chad.log
ils-20260115_035004-26dcd1d8,Amakofia__Nigeria,FAIL,0.006,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Amakofia__Nigeria.log
ils-20260115_035004-26dcd1d8,Amassoma__Nigeria,FAIL,0.0,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Amassoma__Nigeria.log
ils-20260115_035004-26dcd1d8,Ambato__Ecuador,FAIL,0.003,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ambato__Ecuador.log
ils-20260115_035004-26dcd1d8,Ambatolampy_Tsimahafotsy__Madagascar,FAIL,0.005,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ambatolampy_Tsimahafotsy__Madagascar.log
ils-20260115_035004-26dcd1d8,Ambo__Ethiopia,FAIL,0.002,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ambo__Ethiopia.log
ils-20260115_035004-26dcd1d8,Ambovombe__Madagascar,FAIL,0.0,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ambovombe__Madagascar.log
ils-20260115_035004-26dcd1d8,Anaco__Venezuela,FAIL,0.003,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Anaco__Venezuela.log
ils-20260115_035004-26dcd1d8,Anapolis__Brazil,FAIL,0.0,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Anapolis__Brazil.log
ils-20260115_035004-26dcd1d8,Ankoro__Democratic_Republic_of_the_Congo,FAIL,0.004,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ankoro__Democratic_Republic_of_the_Congo.log
ils-20260115_035004-26dcd1d8,Ankpa__Nigeria,FAIL,0.001,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ankpa__Nigeria.log
ils-20260115_035004-26dcd1d8,Antananarivo__Madagascar,FAIL,0.008,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Antananarivo__Madagascar.log
ils-20260115_035004-26dcd1d8,Antofagasta__Chile,FAIL,0.0,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Antofagasta__Chile.log
ils-20260115_035004-26dcd1d8,Apartado__Colombia,FAIL,0.004,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Apartado__Colombia.log
ils-20260115_035004-26dcd1d8,Apatzingan__Mexico,FAIL,0.003,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Apatzingan__Mexico.log
ils-20260115_035004-26dcd1d8,Apucarana__Brazil,FAIL,0.001,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Apucarana__Brazil.log
ils-20260115_035004-26dcd1d8,Aracaju__Brazil,FAIL,0.002,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Aracaju__Brazil.log
ils-20260115_035004-26dcd1d8,Aracatuba__Brazil,FAIL,0.003,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Aracatuba__Brazil.log
ils-20260115_035004-26dcd1d8,Araguaina__Brazil,FAIL,0.001,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Araguaina__Brazil.log
ils-20260115_035004-26dcd1d8,Araguari__Brazil,FAIL,0.0,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Araguari__Brazil.log
ils-20260115_035004-26dcd1d8,Aramoko_Ekiti__Nigeria,FAIL,0.0,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Aramoko_Ekiti__Nigeria.log
ils-20260115_035004-26dcd1d8,Arapiraca__Brazil,FAIL,0.004,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Arapiraca__Brazil.log
ils-20260115_035004-26dcd1d8,Arapongas__Brazil,FAIL,0.004,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Arapongas__Brazil.log
ils-20260115_035004-26dcd1d8,Araraquara__Brazil,FAIL,0.0,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Araraquara__Brazil.log
ils-20260115_035004-26dcd1d8,Araras__Brazil,FAIL,0.0,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Araras__Brazil.log
ils-20260115_035004-26dcd1d8,Araruama__Brazil,FAIL,0.0,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Araruama__Brazil.log
ils-20260115_035004-26dcd1d8,Arauca__Colombia,FAIL,0.002,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Arauca__Colombia.log
ils-20260115_035004-26dcd1d8,Arba_Minch__Ethiopia,FAIL,0.003,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Arba_Minch__Ethiopia.log
ils-20260115_035004-26dcd1d8,Areka__Ethiopia,FAIL,0.003,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Areka__Ethiopia.log
ils-20260115_035004-26dcd1d8,Arequipa__Peru,FAIL,0.002,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Arequipa__Peru.log
ils-20260115_035004-26dcd1d8,Argungu__Nigeria,FAIL,0.001,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Argungu__Nigeria.log
ils-20260115_035004-26dcd1d8,Arica__Chile,FAIL,0.003,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Arica__Chile.log
ils-20260115_035004-26dcd1d8,Armenia__Colombia,FAIL,0.0,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Armenia__Colombia.log
ils-20260115_035004-26dcd1d8,Arsi_Negelle__Ethiopia,FAIL,0.0,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Arsi_Negelle__Ethiopia.log
ils-20260115_035004-26dcd1d8,Arua__Uganda,FAIL,0.007,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Arua__Uganda.log
ils-20260115_035004-26dcd1d8,Arusha__Tanzania,FAIL,0.003,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Arusha__Tanzania.log
ils-20260115_035004-26dcd1d8,Asaba__Nigeria,FAIL,0.001,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Asaba__Nigeria.log
ils-20260115_035004-26dcd1d8,Asassa__Ethiopia,FAIL,0.0,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Asassa__Ethiopia.log
ils-20260115_035004-26dcd1d8,Asella__Ethiopia,FAIL,0.0,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Asella__Ethiopia.log
ils-20260115_035004-26dcd1d8,Asmara__Eritrea,FAIL,0.001,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Asmara__Eritrea.log
ils-20260115_035004-26dcd1d8,Asosa__Ethiopia,FAIL,0.001,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Asosa__Ethiopia.log
ils-20260115_035004-26dcd1d8,Asuncion__Paraguay,FAIL,0.0,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Asuncion__Paraguay.log
ils-20260115_035004-26dcd1d8,Atakpame__Togo,FAIL,0.003,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Atakpame__Togo.log
ils-20260115_035004-26dcd1d8,Ati__Chad,FAIL,0.006,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ati__Chad.log
ils-20260115_035004-26dcd1d8,Atibaia__Brazil,FAIL,0.0,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Atibaia__Brazil.log
ils-20260115_035004-26dcd1d8,Auchi__Nigeria,FAIL,0.0,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Auchi__Nigeria.log
ils-20260115_035004-26dcd1d8,Ayacucho__Peru,FAIL,0.0,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ayacucho__Peru.log
ils-20260115_035004-26dcd1d8,Ayangba__Nigeria,FAIL,0.0,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ayangba__Nigeria.log
ils-20260115_035004-26dcd1d8,Aykel__Ethiopia,FAIL,0.001,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Aykel__Ethiopia.log
ils-20260115_035004-26dcd1d8,Azare__Nigeria,FAIL,0.005,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Azare__Nigeria.log
ils-20260115_035004-26dcd1d8,Babahoyo__Ecuador,FAIL,0.006,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Babahoyo__Ecuador.log
ils-20260115_035004-26dcd1d8,Bafoussam__Cameroon,FAIL,0.0,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Bafoussam__Cameroon.log
ils-20260115_035004-26dcd1d8,Bage__Brazil,FAIL,0.003,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Bage__Brazil.log
ils-20260115_035004-26dcd1d8,Bahia_Blanca__Argentina,FAIL,0.0,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Bahia_Blanca__Argentina.log
ils-20260115_035004-26dcd1d8,Bahir_Dar__Ethiopia,FAIL,0.006,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Bahir_Dar__Ethiopia.log
ils-20260115_035004-26dcd1d8,Baidoa__Somalia,FAIL,0.0,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Baidoa__Somalia.log
ils-20260115_035004-26dcd1d8,Bajoga__Nigeria,FAIL,0.0,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Bajoga__Nigeria.log
ils-20260115_035004-26dcd1d8,Balneario_Camboriu__Brazil,FAIL,0.001,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Balneario_Camboriu__Brazil.log
ils-20260115_035004-26dcd1d8,Bamako__Mali,FAIL,0.001,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Bamako__Mali.log
ils-20260115_035004-26dcd1d8,Bamenda__Cameroon,FAIL,0.0,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Bamenda__Cameroon.log
ils-20260115_035004-26dcd1d8,Bandundu__Democratic_Republic_of_the_Congo,FAIL,0.0,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Bandundu__Democratic_Republic_of_the_Congo.log
ils-20260115_035004-26dcd1d8,Banfora__Burkina_Faso,FAIL,0.001,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Banfora__Burkina_Faso.log
ils-20260115_035004-26dcd1d8,Bangui__Central_African_Republic,FAIL,0.003,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Bangui__Central_African_Republic.log
ils-20260115_035004-26dcd1d8,Bani__Dominican_Republic,FAIL,0.002,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Bani__Dominican_Republic.log
ils-20260115_035004-26dcd1d8,Banki__Cameroon,FAIL,0.0,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Banki__Cameroon.log
ils-20260115_035004-26dcd1d8,Baraka__Democratic_Republic_of_the_Congo,FAIL,0.0,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Baraka__Democratic_Republic_of_the_Congo.log
ils-20260115_035004-26dcd1d8,Barbacena__Brazil,FAIL,0.0,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Barbacena__Brazil.log
